0, 0, Header, 1, 4, 96
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, Tempo, 217391
2, 0, Tempo, 217391
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "MIDI Out"
3, 0, Control_c, 0, 10, 64
3, 0, Control_c, 0, 7, 127
3, 0, Pitch_bend_c, 0, 8192
3, 0, Control_c, 0, 101, 0
3, 0, Control_c, 0, 100, 0
3, 0, Control_c, 0, 6, 12
3, 0, Control_c, 0, 10, 64
3, 0, Control_c, 0, 7, 127
3, 0, Pitch_bend_c, 0, 8192
3, 0, Program_c, 0, 80
3, 0, Control_c, 0, 101, 0
3, 0, Control_c, 0, 100, 0
3, 0, Control_c, 0, 6, 12
3, 0, Control_c, 0, 10, 64
3, 0, Control_c, 0, 7, 127
3, 0, Pitch_bend_c, 0, 8192
3, 0, Program_c, 0, 80
3, 0, Control_c, 0, 7, 127
3, 0, Control_c, 0, 101, 0
3, 0, Control_c, 0, 100, 0
3, 0, Control_c, 0, 6, 12
3, 0, Control_c, 0, 10, 64
3, 0, Control_c, 0, 7, 127
3, 0, Pitch_bend_c, 0, 8192
3, 0, Program_c, 0, 80
3, 0, Control_c, 0, 7, 127
3, 41, Pitch_bend_c, 0, 8192
3, 600, Note_on_c, 0, 39, 127
3, 688, Note_off_c, 0, 39, 0
3, 792, Note_on_c, 0, 39, 127
3, 880, Note_off_c, 0, 39, 0
3, 984, Note_on_c, 0, 39, 127
3, 1072, Note_off_c, 0, 39, 0
3, 1176, Note_on_c, 0, 39, 127
3, 1220, Note_off_c, 0, 39, 0
3, 1224, Note_on_c, 0, 39, 127
3, 1268, Note_off_c, 0, 39, 0
3, 1272, Note_on_c, 0, 39, 127
3, 1316, Note_off_c, 0, 39, 0
3, 1320, Note_on_c, 0, 39, 127
3, 1364, Note_off_c, 0, 39, 0
3, 1368, Note_on_c, 0, 39, 127
3, 1456, Note_off_c, 0, 39, 0
3, 1560, Note_on_c, 0, 39, 127
3, 1648, Note_off_c, 0, 39, 0
3, 1752, Note_on_c, 0, 39, 127
3, 1840, Note_off_c, 0, 39, 0
3, 1944, Note_on_c, 0, 39, 127
